property_id,lat,lng,addr_street,suburb,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,House_report,Median_house_price,House_quarterly_growth,House_twelve_month_growth,House_average_annual_growth
11890,-37.714801,144.82391,59 Hopkins Avenue,KEILOR,20001,3.1073056100060823,30,1,"If you compare the increase in value of investment property in  Keilor, 3036  to the rest of Australia, it performed around average. The median increase in value, or capital gain property investors experienced for this VIC suburb was 10.59%.
Over the longer term, Keilor has seen property prices  show investors a 14.29% return over the last 3 years. This is worse than over the last 12 months
The most recent median price for Keilor is $981500, with sellers offering an average of 0.00% off the asking price.
Often selling an investment property can take time, and in Keilor the average time real estate has been on the market is 48.4444 days.
Situated  16.17km from the CBD, Keilor is one of  Brimbank (C) localities in the postcode 3036.
","$981,500",10.07%,10.59%,3.28%
29110,-37.801696,144.99655,71 Studley Street,ABBOTSFORD,19975,0.3374933007002218,18,1,"Giving property investors a a solid capital  gain of 26.64%  for the last year, Abbotsford, 3067 is  the 835th highest performer in  Australia in this respect.
A 44.16% growth in median value for property investors in Abbotsford,3067 puts this suburb at number 107th in terms of best performing suburbs in VIC
LACK OF BUYER INTEREST may well be the reason that Abbotsford  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
Advertised rents are around the  $0 mark per week – giving a return of 0.00% based on the median price in Suburb
","$1,297,500",14.17%,26.64%,7.51%
66782,-37.786138,145.317037,96 Brice Avenue,MOOROOLBARK,19877,0.4360693798758302,45,1,"If you compare the increase in value of investment property in  Mooroolbark, 3138  to the rest of Australia, it performed poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 0.00%.
Mooroolbark,3138 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years.
The most recent median price for Mooroolbark is $818500, with sellers offering an average of -8.58% off the asking price.
Renters in Suburb are facing rents around   $0 per annum or  $0 every week.
","$818,500",14.36%,0.00%,11.40%
1162,-37.79719543,144.88261409999996,52 Dudley Street,FOOTSCRAY,20023,0.5661868489787156,14,1,"If you compare the increase in value of investment property in  Footscray, 3011  to the rest of Australia, it performed very well. The median increase in value, or capital gain property investors experienced for this VIC suburb was 25.83%.
Comparing Footscray,3011 ‘s 5year and quarterly average capital gain offered to property investors, it performed less well across the longer period
Property buyers and investors in Footscray 3011 should be seeing an average reduction in asking price of around -4.87% . This means that Footscray is holding prices well when compared to other suburbs in VIC.
Property investors should expect to get  $0 weekly from the median priced house in this suburb.
","$958,750",11.49%,25.83%,6.61%
10197,-37.79032,144.932375,2 Barnett Street,KENSINGTON,20041,0.41816871866197897,9,1,"Property value increases in Kensington  have tracked just higher than  the VIC average of 22.78% over the last 12 months.
Over the longer term, Kensington has seen property prices  show investors a 17.98% return over the last 3 years. This is an improvement over the last 12 months
LACK OF BUYER INTEREST may well be the reason that Kensington  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 73th in terms of most discounted suburbs in VIC
Property investors should expect to get  $765 weekly from the median priced house in this suburb.
","$1,167,500",11.79%,27.76%,8.20%
84013,-37.85168076,145.006897,42 Chatsworth Road,PRAHRAN,19946,0.6245098531235768,14,1,"Over the last year, property investments in Prahran, 3181 have given investors a capital gain of 39.29%. This compares very favourably with the 22.78% for VIC as a whole.
While Prahran,3181 ranked number 148th in VIC for increase in median house value (annualised) increase, it is ranked 59th over the last 5 years.
Property investors looking for a bargain in Prahran should be aiming for at least -5.86% off the asking price, which is the average vendor discount  being achieved at the moment.
Often selling an investment property can take time, and in Prahran the average time real estate has been on the market is 63.7846 days.
The VIC suburb of Prahran, 3181 is in the  Stonnington (C) local government area.
","$1,800,000",13.37%,39.29%,11.51%
1340,-37.80435944,144.891449,7 Alexander Street,SEDDON,20024,0.20647480273434837,12,1,"With a capital gain of 21.96% for the last 12 months, Seddon, 3011 has  performed  for property investments than its average annual 7.13% property  growth over the last 5 years.
Across a shorter period, Seddon, 3011 has seen a median price increase of 11.51% over the last quarter. 
LACK OF BUYER INTEREST may well be the reason that Seddon  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
Seddon is 290th on a list of best yielding suburbs for rents in VIC with a 3.81% return
","$1,165,000",11.51%,21.96%,7.13%
19487,-37.663648,144.929849,7 WIMBA COURT,COOLAROO,44817,0.4454963373984528,35,1,"With a capital gain of 24.08% for the last 12 months, Coolaroo, 3048 has  performed  for property investments than its average annual 5.36% property  growth over the last 5 years.
A 48.09% growth in median value for property investors in Coolaroo,3048 puts this suburb at number 339th in terms of best performing suburbs in VIC
Our latest figures would indicate that property sellers in Coolaroo are currently offering property investors an average price cut of -3.44% below the asking price at the moment. 
In the last year 45 properties changed hands in Coolaroo, which puts it as the 499th most active market in VIC when comparing the number of sales per suburb.
Property investors should expect to get  $470 weekly from the median priced house in this suburb.
","$490,000",10.94%,24.08%,5.36%
38734,-37.757083,145.041654,211 Banksia Street,IVANHOE,19934,1.3013522116255916,33,1,"Ivanhoe is in the bottom 20% in VIC when comparing  median price capital growth over the last year. Ivanhoe gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 9.33%.
Ivanhoe,3079 has offered an average of 9.33% return per annum in house price rises to property investors over the last three years.
Ivanhoe, 3079 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 40% of discounts offered by this VIC.
At number 3803 in a list of fastest selling suburbs, Ivanhoe is in the bottom 30% of suburbs in Australia with an average of days on market 61.0952 for properties listed there.
A  $565 per week rent on the median house gives suburb investors a gross yield of circa 3.58%, without taking into account capital value appreciation, which has been averaging out at  4.18%.
","$1,801,000",9.70%,9.33%,4.18%
26968,-37.580572,144.928731,44 Hyde Park Drive,CRAIGIEBURN,40221,2.692371890128867,40,1,"At number 984th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Craigieburn, 3064 is in the top 20% with a property value increase of 25.00% recorded in median house prices.
If we look at median property appreciation over just the last three months, Craigieburn has given property investors a paper return of 11.00%. This puts Suburb as 333 on a list of fastest fasting appreciating suburbs in VIC
Property buyers and investors in Craigieburn 3064 should be seeing an average reduction in asking price of around 0.00% . This means that Craigieburn is holding prices well when compared to other suburbs in VIC.
Often selling an investment property can take time, and in Craigieburn the average time real estate has been on the market is 0 days.
Using the current median advertised rental of  $880 and the average annual increase in value of a median property of  10.45%, investors should hope to achieve an overall return of 7.53%
","$608,000",11.00%,25.00%,10.45%
19637,-37.677577,144.894273,2/30 Pascoe Street,WESTMEADOWS,20030,2.314091214217969,32,1,"Investment property in Westmeadows has done not badly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 18.58%
Westmeadows,3049 has offered an average of 18.58% return per annum in house price rises to property investors over the last three years.
Westmeadows, 3049 is offering  VIC ‘s 376th most  discounted properties when looking at the average discount being offered by vendors. This puts it in the bottom 40% of discounts offered by this VIC.
Westmeadows is 359th on a list of best yielding suburbs for rents in VIC with a 3.48% return
","$715,000",10.97%,18.58%,5.43%
27217,-37.584697,144.913106,51 Kinglake Crescent,CRAIGIEBURN,40221,3.276291514770233,40,1,"At number 984th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Craigieburn, 3064 is in the top 20% with a property value increase of 25.00% recorded in median house prices.
If we look at median property appreciation over just the last three months, Craigieburn has given property investors a paper return of 11.00%. This puts Suburb as 333 on a list of fastest fasting appreciating suburbs in VIC
Property buyers and investors in Craigieburn 3064 should be seeing an average reduction in asking price of around 0.00% . This means that Craigieburn is holding prices well when compared to other suburbs in VIC.
Often selling an investment property can take time, and in Craigieburn the average time real estate has been on the market is 0 days.
Using the current median advertised rental of  $880 and the average annual increase in value of a median property of  10.45%, investors should hope to achieve an overall return of 7.53%
","$608,000",11.00%,25.00%,10.45%
30210,-37.774139,145.002809,53 Bastings Street,NORTHCOTE,19929,0.7377513685275836,24,1,"Northcote  has had a quite poor year for property investment returns compared to the rest of VIC, giving investors a capital gain of 14.89% to date . 
Northcote,3070 was ranked 642 in Australia by increase in median property value over the quarter.
When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Northcote, 3070.  Typically our figures indicate that -2.27% is being offered, which puts this VIC suburb at 2188th most discounted overall in Australia.
Northcote, 3070’s gross rental yield is 5.43%
","$1,705,000",10.41%,14.89%,5.51%
88371,-37.952819,145.049802,1/6 Alfred Street,HIGHETT,19872,0.8507629846418321,36,1,"At number 1600th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Highett, 3190 is in the top 40% with a property value increase of 19.54% recorded in median house prices.
A 43.38% growth in median value for property investors in Highett,3190 puts this suburb at number 467th in terms of best performing suburbs in VIC
The most recent median price for Highett is $1547500, with sellers offering an average of -3.06% off the asking price.
Advertised rents are around the  $550 mark per week – giving a return of 3.67% based on the median price in Suburb
","$1,547,500",9.86%,19.54%,7.35%
65933,-37.760395,145.319948,2 Deepdale Grove,MOOROOLBARK,19876,2.5028875167165694,51,1,"If you compare the increase in value of investment property in  Mooroolbark, 3138  to the rest of Australia, it performed poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 0.00%.
Mooroolbark,3138 has offered an average of 0.00% return per annum in house price rises to property investors over the last three years.
The most recent median price for Mooroolbark is $818500, with sellers offering an average of -8.58% off the asking price.
Renters in Suburb are facing rents around   $0 per annum or  $0 every week.
","$818,500",14.36%,0.00%,11.40%
49455,-37.809064,145.086677,38 Linckens Crescent,BALWYN,19894,1.704806892652622,21,1,"Property investors who have had real estate in Balwyn, 3103 should be relatively pleased with this VIC suburb’s performance compared to the rest of the country. Over the last year it has seen median house prices increase in value by 23.79%
Data for the last quarter indicates that, in the short term at least, the capital value growth rate for property investors in Balwyn has increased when compared to the 5 year average  annual rate.
Property buyers and investors in Balwyn 3103 should be seeing an average reduction in asking price of around -2.78% . This means that Balwyn is holding prices well when compared to other suburbs in VIC.
Often selling an investment property can take time, and in Balwyn the average time real estate has been on the market is 21.88 days.
Balwyn is 304th on a list of best yielding suburbs for rents in VIC with a 3.75% return
","$2,605,000",9.91%,23.79%,7.96%
67661,-37.745033,145.364815,7 Neptune Court,LILYDALE,19876,1.9049301387608566,51,1,"Lilydale, 3140 ranked 438th in VIC when comparing growth in median property values or capital gain over the last 12 months. Lilydale is one of 2099 in our list for VIC
When looking at the potential capital gains offered to property investors over the last 3 years, Lilydale comes in at number 602th in VIC.
Our latest figures would indicate that property sellers in Lilydale are currently offering property investors an average price cut of -3.46% below the asking price at the moment. 
At number 1578 in a list of fastest selling suburbs, Lilydale is in the TOP 40% of suburbs in Australia with an average of days on market 28.4 for properties listed there.
The VIC suburb of Lilydale, 3140 is in the  Yarra Ranges (S) local government area.
","$850,000",14.48%,22.51%,7.80%
35259,-37.70579147,144.9955139,59 Elliot Street,RESERVOIR,20009,1.255286102345611,40,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%.
Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases.
LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year.
With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$915,000",10.46%,0.00%,55.59%
67115,-37.774375,145.330679,17 Park Lane,LILYDALE,19877,1.979705597252367,45,1,"Lilydale, 3140 ranked 438th in VIC when comparing growth in median property values or capital gain over the last 12 months. Lilydale is one of 2099 in our list for VIC
When looking at the potential capital gains offered to property investors over the last 3 years, Lilydale comes in at number 602th in VIC.
Our latest figures would indicate that property sellers in Lilydale are currently offering property investors an average price cut of -3.46% below the asking price at the moment. 
At number 1578 in a list of fastest selling suburbs, Lilydale is in the TOP 40% of suburbs in Australia with an average of days on market 28.4 for properties listed there.
The VIC suburb of Lilydale, 3140 is in the  Yarra Ranges (S) local government area.
","$850,000",14.48%,22.51%,7.80%
62488,-37.830422,145.25067,10 The Boulevard,HEATHMONT,19871,0.5862268500763776,37,1,"Property value increases in Heathmont  have tracked just higher than  the VIC average of 22.78% over the last 12 months.
Heathmont,3135 was ranked 530 in Australia by increase in median property value over the quarter.
Vendor discounting in Heathmont is giving property investors an average Vendor Discount of around -3.82%. This puts suburb at number 212th in VIC when ranking the most discounted suburbs.
On average over the past year, suburb has had 10.83 sales per month, which equates to 130 per year.
","$1,024,000",11.61%,28.78%,3.55%
51597,-37.792653,145.14236,67 Wetherby Road,DONCASTER,19898,3.1254118637360424,26,1,"If you compare the increase in value of investment property in  Doncaster, 3108  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 3.93%.
Data for the last quarter indicates that, in the short term at least, the capital value growth rate for property investors in Doncaster has increased when compared to the 5 year average  annual rate.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Doncaster itself are offering an average vendor discount of  0.00% to real estate investors.
Using the current median advertised rental of  $427.5 and the average annual increase in value of a median property of  2.94%, investors should hope to achieve an overall return of 1.53%
","$1,450,000",11.45%,3.93%,2.94%
63450,-37.7861405,145.2815062,12 Grandview Avenue,CROYDON,19878,1.0379370223337145,41,1,"If you compare the increase in value of investment property in  Croydon, 3136  to the rest of Australia, it performed around average. The median increase in value, or capital gain property investors experienced for this VIC suburb was 11.67%.
If we look at median property appreciation over just the last three months, Croydon has given property investors a paper return of 11.67%. This puts Suburb as 276 on a list of fastest fasting appreciating suburbs in VIC
LACK OF BUYER INTEREST may well be the reason that Croydon  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
","$900,000",11.67%,11.67%,14.72%
66889,-37.760858,145.365615,100 BASTOW ROAD,LILYDALE,19876,1.6841557657692787,51,1,"Lilydale, 3140 ranked 438th in VIC when comparing growth in median property values or capital gain over the last 12 months. Lilydale is one of 2099 in our list for VIC
When looking at the potential capital gains offered to property investors over the last 3 years, Lilydale comes in at number 602th in VIC.
Our latest figures would indicate that property sellers in Lilydale are currently offering property investors an average price cut of -3.46% below the asking price at the moment. 
At number 1578 in a list of fastest selling suburbs, Lilydale is in the TOP 40% of suburbs in Australia with an average of days on market 28.4 for properties listed there.
The VIC suburb of Lilydale, 3140 is in the  Yarra Ranges (S) local government area.
","$850,000",14.48%,22.51%,7.80%
44446,-37.6965983,145.13415580000003,18 Stuart Street,ST HELENA,19987,2.2381512942937074,51,1,"At number 356th in the list of Australian suburbs  ordered by increase in median house value over the last year,  St Helena, 3088 is in the top 10% with a property value increase of 34.50% recorded in median house prices.
Across a shorter period, St Helena, 3088 has seen a median price increase of 9.80% over the last quarter. 
Sellers are offering property buyers an average discount of 0.00% to buyers in St Helena at the moment, which is less than average for the rest of VIC. 
Property investors should expect to get  $2100 weekly from the median priced house in this suburb.
","$1,005,500",9.80%,34.50%,7.32%
44028,-37.702661,145.096284,1/47 Lorimer Street,GREENSBOROUGH,19985,1.0634373252174392,45,1,"Property value increases in Greensborough  have tracked lower than  the VIC average of 22.78% over the last 12 months.
When looking at the potential capital gains offered to property investors over the last 3 years, Greensborough comes in at number 343th in VIC.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Greensborough itself are offering an average vendor discount of  0.00% to real estate investors.
Often selling an investment property can take time, and in Greensborough the average time real estate has been on the market is 49.9091 days.
","$963,000",9.78%,9.78%,6.56%
43136,-37.72048,145.106989,4 Lowan Avenue,YALLAMBIE,19986,1.4032898441352188,47,1,"Yallambie is an average performer in VIC when comparing  median price capital growth over the last year. Yallambie gave property investors  a  average capital gain  figure when compared to the rest of the state, with 23.29%.
Taking the average capital gain, or increase in median house value,  Yallambie,3085 has racked up an average of 23.29% over the period. This ranks it number 2397th in the whole country for real estate investors looking at median house price increases.
Vendor discounting in Yallambie is giving property investors an average Vendor Discount of around 0.00%. This puts suburb at number 376th in VIC when ranking the most discounted suburbs.
Residents and property investors in Yallambie have been waiting around 31.7297 days to sell a property.
Property investors should expect to get  $350 weekly from the median priced house in this suburb.
","$965,500",9.76%,23.29%,7.69%
15658,-37.738324,144.885826,28 Hamilton Street,NIDDRIE,20036,3.2452438267935206,19,1,"VIC has seen average median house prices change by 22.78% which means that Niddrie, 3042  has done well for property investors by showing a capital gain of 25.05% over the last year
Niddrie,3042 was ranked 469 in Australia by increase in median property value over the quarter.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Niddrie itself are offering an average vendor discount of  0.00% to real estate investors.
Often selling an investment property can take time, and in Niddrie the average time real estate has been on the market is 59.6897 days.
Renters in Suburb are facing rents around   $156000 per annum or  $3000 every week.
","$1,193,250",12.40%,25.05%,8.25%
87638,-37.932208,145.00206799999995,33 Avondale Street,HAMPTON,19949,0.6443061196216359,Not available,0,"Investment property in Hampton has done around average for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 13.56%
Comparing Hampton,3188 ‘s 5year and quarterly average capital gain offered to property investors, it performed better across the longer period
LACK OF BUYER INTEREST may well be the reason that Hampton  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 320th in terms of most discounted suburbs in VIC
At number 4241 in a list of fastest selling suburbs, Hampton is in the bottom 20% of suburbs in Australia with an average of days on market 70.8788 for properties listed there.
Advertised rents are around the  $380 mark per week – giving a return of 5.90% based on the median price in Suburb
","$2,338,000",9.84%,13.56%,-2.37%
36996,-37.643611,145.056589,2 Carousel Court,EPPING,45795,1.1084596615843065,53,1,"With a capital gain of 21.33% for the last 12 months, Epping, 3076 has  performed  for property investments than its average annual 4.65% property  growth over the last 5 years.
Taking the average capital gain, or increase in median house value,  Epping,3076 has racked up an average of 21.33% over the period. This ranks it number 767th in the whole country for real estate investors looking at median house price increases.
Property investors looking for a bargain in Epping should be aiming for at least 0.00% off the asking price, which is the average vendor discount  being achieved at the moment.
At number 1493 in a list of fastest selling suburbs, Epping is in the TOP 30% of suburbs in Australia with an average of days on market 26.8182 for properties listed there.
With the median price for a house in Epping being  $640000 and the advertised rent reaching  $360 the gross rental yield for property investors calculates out to be 4.11%
","$640,000",13.75%,21.33%,4.65%
22703,-37.738713,144.95299599999996,38 Soudan Street,COBURG,19965,0.9959963802410046,23,1,"Property investors who have had real estate in Coburg, 3058 should be pleased with this VIC suburb’s performance compared to the rest of the country. Over the last year it has seen median house prices increase in value by 25.15%
Data for the last quarter indicates that, in the short term at least, the capital value growth rate for property investors in Coburg has increased when compared to the 5 year average  annual rate.
Coburg3058 is  located in VIC  which offers an average discount of -1.95% to property investors.  Coburg itself is showing figures that indicate -3.86% is the average achievable by property buyers investing in the suburb.
","$1,200,000",12.51%,25.15%,5.42%
7153,-37.736637,144.823796,1 McGrath Close,KEALBA,20002,2.2819775195937035,27,1,"Investment property in Kealba has done pretty poorly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 8.96%
While Kealba,3021 ranked number 446th in VIC for increase in median house value (annualised) increase, it is ranked 425th over the last 5 years.
Property investors looking for a bargain in Kealba should be aiming for at least 0.00% off the asking price, which is the average vendor discount  being achieved at the moment.
On average over the past year, suburb has had 3.50 sales per month, which equates to 42 per year.
Situated  15.20km from the CBD, Kealba is one of  Brimbank (C) localities in the postcode 3021.
","$650,000",10.02%,8.96%,5.49%
6786,-37.79190300000001,144.830054,5 Leith Avenue,SUNSHINE,20021,0.44963884530080606,20,1,"VIC has seen average median house prices change by 22.78% which means that Sunshine, 3020  has done well for property investors by showing a capital gain of 32.21% over the last year
Sunshine,3020 has offered an average of 32.21% return per annum in house price rises to property investors over the last three years.
Property buyers and investors in Sunshine 3020 should be seeing an average reduction in asking price of around 0.00% . This means that Sunshine is holding prices well when compared to other suburbs in VIC.
On average over the past year, suburb has had 9.75 sales per month, which equates to 117 per year.
Sunshine is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return
","$863,000",10.00%,32.21%,8.53%
43864,-37.70469284,145.085083,6 Dunn Street,WATSONIA,19984,0.7066039999111533,41,1,"If you compare the increase in value of investment property in  Watsonia, 3087  to the rest of Australia, it performed very well. The median increase in value, or capital gain property investors experienced for this VIC suburb was 29.42%.
If we look at median property appreciation over just the last three months, Watsonia has given property investors a paper return of 9.77%. This puts Suburb as 478 on a list of fastest fasting appreciating suburbs in VIC
LACK OF BUYER INTEREST may well be the reason that Watsonia  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 82th in terms of most discounted suburbs in VIC
Using the current median advertised rental of  $650 and the average annual increase in value of a median property of  6.50%, investors should hope to achieve an overall return of 3.65%
","$926,000",9.77%,29.42%,6.50%
53045,-37.822012,144.990992,32 Richmond Terrace,RICHMOND,19908,0.24084738686199797,5,1,"At number 407th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Richmond, 3121 is in the top 10% with a property value increase of 33.33% recorded in median house prices.
When looking at the potential capital gains offered to property investors over the last 3 years, Richmond comes in at number 169th in VIC.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Richmond itself are offering an average vendor discount of  -6.20% to real estate investors.
On average over the past year, suburb has had 26.67 sales per month, which equates to 320 per year.
The VIC suburb of Richmond, 3121 is in the  Yarra (C) local government area.
","$1,425,000",14.29%,33.33%,8.31%
